Symbol,Symbol,Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,DTE,"Exp Date",Time,"Avg IV"
AMZN|20220121|1990.00P,AMZN,"1,990.00",-39.29%,36.50,37.30,38.10,38.65,-0.51,-1.30%,1,81,0.01,37.94%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2000.00P,AMZN,"2,000.00",-38.98%,37.35,38.18,39.00,40.30,0.50,+1.26%,19,"1,335",0.01,37.86%,Put,343,01/21/22,02/11/21,33.89%
AMZN|20220121|2020.00P,AMZN,"2,020.00",-38.37%,39.15,39.97,40.80,39.19,-22.01,-35.96%,1,39,0.03,37.68%,Put,343,01/21/22,02/03/21,33.89%
AMZN|20220121|2040.00P,AMZN,"2,040.00",-37.76%,41.05,41.88,42.70,53.60,-6.15,-10.29%,1,50,0.02,37.52%,Put,343,01/21/22,02/01/21,33.89%
AMZN|20220121|2050.00P,AMZN,"2,050.00",-37.46%,42.00,42.83,43.65,46.62,4.42,+10.47%,1,442,0.00,37.44%,Put,343,01/21/22,02/04/21,33.89%
AMZN|20220121|2060.00P,AMZN,"2,060.00",-37.15%,43.00,43.85,44.70,44.20,-18.30,-29.28%,1,51,0.02,37.36%,Put,343,01/21/22,02/09/21,33.89%
AMZN|20220121|2080.00P,AMZN,"2,080.00",-36.54%,45.05,45.90,46.75,48.14,-2.16,-4.29%,3,44,0.07,37.20%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|2100.00P,AMZN,"2,100.00",-35.93%,47.20,48.05,48.90,51.30,2.30,+4.69%,1,343,0.00,37.05%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|2120.00P,AMZN,"2,120.00",-35.32%,49.45,50.33,51.20,52.00,0.50,+0.97%,3,47,0.06,36.91%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|2140.00P,AMZN,"2,140.00",-34.71%,51.80,52.68,53.55,55.39,1.89,+3.53%,10,73,0.14,36.77%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2150.00P,AMZN,"2,150.00",-34.41%,53.00,53.88,54.75,55.05,-11.40,-17.16%,2,87,0.02,36.70%,Put,343,01/21/22,02/08/21,33.89%
AMZN|20220121|2160.00P,AMZN,"2,160.00",-34.10%,54.25,55.13,56.00,58.00,0.40,+0.69%,7,115,0.06,36.64%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2180.00P,AMZN,"2,180.00",-33.49%,56.80,57.70,58.60,61.68,5.38,+9.56%,1,54,0.02,36.51%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|2200.00P,AMZN,"2,200.00",-32.88%,59.45,60.35,61.25,62.80,0.30,+0.48%,2,813,0.00,36.38%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2220.00P,AMZN,"2,220.00",-32.27%,62.20,63.13,64.05,65.44,3.29,+5.29%,1,60,0.02,36.26%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2240.00P,AMZN,"2,240.00",-31.66%,65.05,66.00,66.95,68.80,-11.65,-14.48%,5,100,0.05,36.14%,Put,343,01/21/22,02/04/21,33.89%
AMZN|20220121|2250.00P,AMZN,"2,250.00",-31.35%,66.55,67.50,68.45,70.60,4.50,+6.81%,1,142,0.01,36.08%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|2260.00P,AMZN,"2,260.00",-31.05%,68.05,69.00,69.95,70.80,-1.25,-1.73%,4,51,0.08,36.02%,Put,343,01/21/22,02/11/21,33.89%
AMZN|20220121|2280.00P,AMZN,"2,280.00",-30.44%,71.15,72.13,73.10,73.00,-2.30,-3.05%,1,339,0.00,35.91%,Put,343,01/21/22,02/08/21,33.89%
AMZN|20220121|2300.00P,AMZN,"2,300.00",-29.83%,74.35,75.32,76.30,78.80,2.60,+3.41%,105,751,0.14,35.80%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2320.00P,AMZN,"2,320.00",-29.22%,77.65,78.68,79.70,82.15,-6.77,-7.61%,3,46,0.07,35.69%,Put,343,01/21/22,02/04/21,33.89%
AMZN|20220121|2340.00P,AMZN,"2,340.00",-28.61%,81.10,82.13,83.15,78.45,-20.30,-20.56%,1,72,0.01,35.58%,Put,343,01/21/22,02/05/21,33.89%
AMZN|20220121|2360.00P,AMZN,"2,360.00",-28.00%,84.70,85.75,86.80,91.25,1.60,+1.78%,2,70,0.03,35.49%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|2380.00P,AMZN,"2,380.00",-27.39%,88.40,89.45,90.50,90.95,3.05,+3.47%,1,101,0.01,35.39%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|2400.00P,AMZN,"2,400.00",-26.78%,93.00,93.70,94.40,98.00,-2.00,-2.00%,1,571,0.00,35.35%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2420.00P,AMZN,"2,420.00",-26.17%,96.30,97.35,98.40,101.00,-14.60,-12.63%,2,65,0.03,35.21%,Put,343,01/21/22,02/04/21,33.89%
AMZN|20220121|2440.00P,AMZN,"2,440.00",-25.56%,100.45,101.50,102.55,103.70,-2.90,-2.72%,6,88,0.07,35.12%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2460.00P,AMZN,"2,460.00",-24.95%,104.60,105.73,106.85,110.05,4.06,+3.83%,7,189,0.04,35.03%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|2480.00P,AMZN,"2,480.00",-24.34%,108.95,110.10,111.25,114.60,5.15,+4.71%,4,204,0.02,34.94%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|2500.00P,AMZN,"2,500.00",-23.73%,113.60,114.73,115.85,119.00,-1.55,-1.29%,8,"2,229",0.00,34.87%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2520.00P,AMZN,"2,520.00",-23.12%,118.20,119.38,120.55,122.00,-2.15,-1.73%,2,238,0.01,34.78%,Put,343,01/21/22,02/11/21,33.89%
AMZN|20220121|2540.00P,AMZN,"2,540.00",-22.51%,123.10,124.28,125.45,129.10,12.26,+10.49%,2,274,0.01,34.71%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|2560.00P,AMZN,"2,560.00",-21.90%,128.05,129.28,130.50,134.00,-0.30,-0.22%,20,155,0.13,34.64%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2580.00P,AMZN,"2,580.00",-21.29%,133.25,134.48,135.70,139.55,-0.05,-0.04%,1,110,0.01,34.57%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2600.00P,AMZN,"2,600.00",-20.68%,138.70,139.90,141.10,146.45,1.40,+0.97%,2,415,0.00,34.52%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2620.00P,AMZN,"2,620.00",-20.07%,144.15,145.40,146.65,150.70,-14.65,-8.86%,2,113,0.02,34.46%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|2640.00P,AMZN,"2,640.00",-19.46%,149.85,151.10,152.35,157.45,-2.40,-1.50%,2,454,0.00,34.40%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2650.00P,AMZN,"2,650.00",-19.15%,152.70,153.95,155.20,160.30,6.75,+4.40%,1,192,0.01,34.36%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|2660.00P,AMZN,"2,660.00",-18.85%,155.55,156.85,158.15,162.75,-0.90,-0.55%,1,130,0.01,34.33%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2680.00P,AMZN,"2,680.00",-18.24%,161.60,162.88,164.15,169.85,1.30,+0.77%,2,302,0.01,34.28%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2700.00P,AMZN,"2,700.00",-17.63%,167.75,169.03,170.30,175.85,-1.90,-1.07%,9,832,0.01,34.23%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2720.00P,AMZN,"2,720.00",-17.02%,174.00,175.33,176.65,181.25,2.51,+1.40%,3,325,0.01,34.17%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|2740.00P,AMZN,"2,740.00",-16.41%,180.45,181.83,183.20,187.85,6.60,+3.64%,2,"1,498",0.00,34.12%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|2760.00P,AMZN,"2,760.00",-15.79%,187.00,188.38,189.75,194.60,-2.40,-1.22%,3,131,0.02,34.07%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|2780.00P,AMZN,"2,780.00",-15.18%,193.70,195.10,196.50,205.25,24.30,+13.43%,2,147,0.01,34.01%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|2800.00P,AMZN,"2,800.00",-14.57%,200.60,202.00,203.40,208.00,-1.50,-0.72%,28,850,0.03,33.96%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2820.00P,AMZN,"2,820.00",-13.96%,207.70,209.13,210.55,217.90,4.42,+2.07%,1,92,0.01,33.91%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2840.00P,AMZN,"2,840.00",-13.35%,215.00,216.43,217.85,218.18,-2.82,-1.28%,62,130,0.48,33.87%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2860.00P,AMZN,"2,860.00",-12.74%,222.45,223.90,225.35,230.40,3.30,+1.45%,1,310,0.00,33.83%,Put,343,01/21/22,02/11/21,33.89%
AMZN|20220121|2880.00P,AMZN,"2,880.00",-12.13%,230.00,231.48,232.95,239.05,6.30,+2.71%,3,151,0.02,33.78%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|2900.00P,AMZN,"2,900.00",-11.52%,237.85,239.27,240.70,244.40,-5.30,-2.12%,6,297,0.02,33.74%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2920.00P,AMZN,"2,920.00",-10.91%,245.75,247.23,248.70,247.90,-7.80,-3.05%,2,126,0.02,33.76%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2940.00P,AMZN,"2,940.00",-10.30%,253.90,255.38,256.85,263.20,12.75,+5.09%,1,80,0.01,33.66%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|2960.00P,AMZN,"2,960.00",-9.69%,262.15,263.65,265.15,269.25,6.75,+2.57%,78,260,0.30,33.62%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|2980.00P,AMZN,"2,980.00",-9.08%,270.60,272.13,273.65,282.21,-1.24,-0.44%,1,244,0.00,33.59%,Put,343,01/21/22,02/11/21,33.89%
AMZN|20220121|3000.00P,AMZN,"3,000.00",-8.47%,279.20,280.75,282.30,282.00,-9.37,-3.22%,77,"1,399",0.06,33.66%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3020.00P,AMZN,"3,020.00",-7.86%,287.95,289.50,291.05,301.98,8.13,+2.77%,80,199,0.40,33.52%,Put,343,01/21/22,02/11/21,33.89%
AMZN|20220121|3040.00P,AMZN,"3,040.00",-7.25%,296.85,298.43,300.00,303.00,12.70,+4.37%,1,40,0.03,33.48%,Put,343,01/21/22,02/11/21,33.89%
AMZN|20220121|3050.00P,AMZN,"3,050.00",-6.95%,301.35,302.93,304.50,313.65,-0.35,-0.11%,6,113,0.05,33.46%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3060.00P,AMZN,"3,060.00",-6.64%,305.90,307.50,309.10,317.65,-1.70,-0.53%,12,105,0.11,33.44%,Put,343,01/21/22,02/11/21,33.89%
AMZN|20220121|3080.00P,AMZN,"3,080.00",-6.03%,315.15,316.75,318.35,329.40,5.45,+1.68%,3,181,0.02,33.41%,Put,343,01/21/22,02/11/21,33.89%
AMZN|20220121|3100.00P,AMZN,"3,100.00",-5.42%,324.50,326.13,327.75,327.50,-5.50,-1.65%,62,719,0.09,33.49%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3120.00P,AMZN,"3,120.00",-4.81%,334.05,335.70,337.35,340.10,-4.50,-1.31%,3,187,0.02,33.34%,Put,343,01/21/22,02/11/21,33.89%
AMZN|20220121|3140.00P,AMZN,"3,140.00",-4.20%,344.10,345.65,347.20,355.35,13.20,+3.86%,2,147,0.01,33.32%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|3150.00P,AMZN,"3,150.00",-3.90%,348.70,350.38,352.05,362.43,4.08,+1.14%,32,200,0.16,33.29%,Put,343,01/21/22,02/11/21,33.89%
AMZN|20220121|3160.00P,AMZN,"3,160.00",-3.59%,353.65,355.33,357.00,363.60,12.20,+3.47%,3,115,0.03,33.27%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|3180.00P,AMZN,"3,180.00",-2.98%,364.00,365.58,367.15,370.95,3.31,+0.90%,5,86,0.06,33.26%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|3200.00P,AMZN,"3,200.00",-2.37%,373.90,375.60,377.30,385.00,1.35,+0.35%,41,674,0.06,33.21%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3250.00P,AMZN,"3,250.00",-0.85%,400.30,401.93,403.55,401.85,-13.65,-3.29%,4,234,0.02,33.14%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3300.00P,AMZN,"3,300.00",+0.68%,427.40,429.10,430.80,430.00,-7.80,-1.78%,3,748,0.00,33.14%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3350.00P,AMZN,"3,350.00",+2.21%,455.35,457.08,458.80,471.55,5.60,+1.20%,2,234,0.01,32.99%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3400.00P,AMZN,"3,400.00",+3.73%,484.30,486.08,487.85,505.75,5.05,+1.01%,2,904,0.00,32.91%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3450.00P,AMZN,"3,450.00",+5.26%,514.10,515.93,517.75,530.45,3.25,+0.62%,3,82,0.04,32.84%,Put,343,01/21/22,02/11/21,33.89%
AMZN|20220121|3500.00P,AMZN,"3,500.00",+6.78%,544.25,546.30,548.35,569.50,8.00,+1.42%,2,175,0.01,32.74%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3550.00P,AMZN,"3,550.00",+8.31%,576.15,578.13,580.10,598.60,3.75,+0.63%,1,35,0.03,32.68%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3600.00P,AMZN,"3,600.00",+9.83%,608.50,610.55,612.60,611.20,-16.45,-2.62%,11,277,0.04,32.66%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3650.00P,AMZN,"3,650.00",+11.36%,641.55,643.60,645.65,655.00,-4.35,-0.66%,22,27,0.81,32.53%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3700.00P,AMZN,"3,700.00",+12.88%,675.45,677.60,679.75,691.60,7.65,+1.12%,4,132,0.03,32.45%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3750.00P,AMZN,"3,750.00",+14.41%,710.20,712.35,714.50,730.35,38.65,+5.59%,3,14,0.21,32.38%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3800.00P,AMZN,"3,800.00",+15.93%,745.85,748.00,750.15,761.80,54.80,+7.75%,8,86,0.09,32.32%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3850.00P,AMZN,"3,850.00",+17.46%,782.00,784.18,786.35,800.30,28.60,+3.71%,1,93,0.01,32.25%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3900.00P,AMZN,"3,900.00",+18.99%,818.90,821.13,823.35,834.15,1.50,+0.18%,1,52,0.02,32.18%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3950.00P,AMZN,"3,950.00",+20.51%,855.70,858.40,861.10,873.00,-1.85,-0.21%,2,14,0.14,32.08%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|4000.00P,AMZN,"4,000.00",+22.04%,894.70,897.05,899.40,913.50,-5.90,-0.64%,2,114,0.02,32.05%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|4050.00P,AMZN,"4,050.00",+23.56%,933.55,935.95,938.35,933.00,-97.38,-9.45%,4,33,0.12,31.99%,Put,343,01/21/22,01/21/21,33.89%
AMZN|20220121|4100.00P,AMZN,"4,100.00",+25.09%,973.05,975.50,977.95,994.90,-69.60,-6.54%,2,36,0.06,31.93%,Put,343,01/21/22,02/11/21,33.89%
AMZN|20220121|4150.00P,AMZN,"4,150.00",+26.61%,"1,013.10","1,015.60","1,018.10","1,236.40",107.75,+9.55%,1,5,0.20,31.87%,Put,343,01/21/22,10/28/20,33.89%
AMZN|20220121|4200.00P,AMZN,"4,200.00",+28.14%,"1,053.35","1,056.07","1,058.80","1,008.80",-7.66,-0.75%,1,16,0.06,31.79%,Put,343,01/21/22,02/05/21,33.89%
AMZN|20220121|4250.00P,AMZN,"4,250.00",+29.66%,"1,094.60","1,097.30","1,100.00","1,273.60",3.10,+0.24%,6,10,0.60,31.74%,Put,343,01/21/22,11/20/20,33.89%
AMZN|20220121|4300.00P,AMZN,"4,300.00",+31.19%,"1,136.30","1,139.10","1,141.90","1,163.00",-106.18,-8.37%,3,4,0.75,31.69%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|4350.00P,AMZN,"4,350.00",+32.71%,"1,178.75","1,181.40","1,184.05","1,154.50",-121.53,-9.52%,2,7,0.29,31.65%,Put,343,01/21/22,02/09/21,33.89%
AMZN|20220121|4400.00P,AMZN,"4,400.00",+34.24%,"1,221.35","1,224.05","1,226.75","1,252.85",50.85,+4.23%,3,46,0.07,31.59%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|4450.00P,AMZN,"4,450.00",+35.77%,"1,264.15","1,267.03","1,269.90","1,202.15",-184.80,-13.32%,10,10,1.00,31.53%,Put,343,01/21/22,02/02/21,33.89%
AMZN|20220121|4500.00P,AMZN,"4,500.00",+37.29%,"1,307.70","1,310.63","1,313.55","1,300.00",-151.57,-10.44%,2,171,0.01,31.49%,Put,343,01/21/22,01/21/21,33.89%
AMZN|20220121|4550.00P,AMZN,"4,550.00",+38.82%,"1,351.85","1,354.68","1,357.50",0.00,0.00,unch,0,0,0.00,31.46%,Put,343,01/21/22,N/A,33.89%
AMZN|20220121|4600.00P,AMZN,"4,600.00",+40.34%,"1,396.10","1,398.95","1,401.80","1,405.00",-69.50,-4.71%,1,3,0.33,31.41%,Put,343,01/21/22,01/26/21,33.89%
AMZN|20220121|4650.00P,AMZN,"4,650.00",+41.87%,"1,440.70","1,443.70","1,446.70","1,711.54",129.15,+8.16%,1,2,0.50,31.38%,Put,343,01/21/22,10/30/20,33.89%
AMZN|20220121|4700.00P,AMZN,"4,700.00",+43.39%,"1,485.70","1,488.63","1,491.55",0.00,0.00,unch,0,0,0.00,31.33%,Put,343,01/21/22,N/A,33.89%
AMZN|20220121|4750.00P,AMZN,"4,750.00",+44.92%,"1,531.00","1,534.00","1,537.00","1,699.15",-23.81,-1.38%,1,57,0.02,31.30%,Put,343,01/21/22,12/09/20,33.89%
AMZN|20220121|4800.00P,AMZN,"4,800.00",+46.44%,"1,576.55","1,579.57","1,582.60","1,504.70",-107.30,-6.66%,1,90,0.01,31.25%,Put,343,01/21/22,02/03/21,33.89%
AMZN|20220121|4850.00P,AMZN,"4,850.00",+47.97%,"1,622.40","1,625.53","1,628.65","1,847.50","1,847.50",unch,30,30,1.00,31.22%,Put,343,01/21/22,11/10/20,33.89%
AMZN|20220121|4900.00P,AMZN,"4,900.00",+49.49%,"1,668.55","1,671.65","1,674.75","1,893.11",42.61,+2.30%,30,31,0.97,31.18%,Put,343,01/21/22,11/10/20,33.89%
AMZN|20220121|4950.00P,AMZN,"4,950.00",+51.02%,"1,715.00","1,718.13","1,721.25","1,683.00",-33.39,-1.95%,1,38,0.03,31.15%,Put,343,01/21/22,02/04/21,33.89%
AMZN|20220121|5000.00P,AMZN,"5,000.00",+52.55%,"1,761.60","1,764.70","1,767.80","1,762.45",-84.45,-4.57%,1,85,0.01,31.10%,Put,343,01/21/22,01/21/21,33.89%
AMZN|20220121|5050.00P,AMZN,"5,050.00",+54.07%,"1,805.50","1,811.55","1,817.60","1,885.55",85.05,+4.72%,1,2,0.50,31.06%,Put,343,01/21/22,10/15/20,33.89%
AMZN|20220121|5100.00P,AMZN,"5,100.00",+55.60%,"1,851.40","1,858.05","1,864.70","1,937.60","1,937.60",unch,1,1,1.00,30.92%,Put,343,01/21/22,10/15/20,33.89%
AMZN|20220121|5150.00P,AMZN,"5,150.00",+57.12%,"1,898.70","1,905.38","1,912.05",0.00,0.00,unch,0,0,0.00,30.89%,Put,343,01/21/22,N/A,33.89%
AMZN|20220121|5200.00P,AMZN,"5,200.00",+58.65%,"1,946.25","1,952.93","1,959.60",0.00,0.00,unch,0,0,0.00,30.87%,Put,343,01/21/22,N/A,33.89%
AMZN|20220121|5250.00P,AMZN,"5,250.00",+60.17%,"1,993.85","2,000.53","2,007.20","1,968.58",-92.83,-4.50%,1,2,0.50,30.82%,Put,343,01/21/22,01/21/21,33.89%
AMZN|20220121|5300.00P,AMZN,"5,300.00",+61.70%,"2,041.65","2,048.30","2,054.95","2,026.00",-33.48,-1.63%,1,6,0.17,30.78%,Put,343,01/21/22,02/08/21,33.89%
